id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
1498284,1,1,0.73,15,1.24,0,20.4,1.4,0,0
1070376,1,0,1.64,11,0.0,0,53.5,3.2,0,1
1216191,1,0,1.47,14,,0,36.7,1.7,0,1
1415737,1,1,1.02,23,0.95,0,184.6,3.5,0,0
1522347,1,0,1.4,14,0.57,0,41.3,3.0,0,1
984562,1,0,3.03,12,0.91,0,118.7,10.9,0,0
442041,1,0,2.48,22,,0,3.0,0.2,0,1
88510,1,0,3.19,0,,0,0.0,0.0,4,1
936820,1,1,3.2,21,0.42,0,8.1,6.1,0,0
1033079,1,1,2.86,15,1.07,0,139.7,10.4,0,0
1440818,1,1,1.55,21,0.42,0,63.3,4.2,0,1
256400,1,0,2.09,17,,0,0.0,0.0,0,1
1258138,1,0,1.73,73,,0,46.3,5.0,0,0
111780,1,1,7.92,37,0.46,0,71.7,4.4,0,0
355708,0,0,0.52,20,0.0,3,0.0,0.0,0,1
544003,1,0,1.98,21,,0,1.3,0.0,0,1
1662387,1,0,0.07,12,1.91,0,4.4,0.1,0,0
489339,1,1,6.08,16,1.62,0,131.2,16.6,0,0
1472809,1,1,1.1,26,1.12,0,53.8,5.9,0,1
760281,1,0,4.36,22,1.56,0,65.0,7.2,0,0
1184509,1,0,0.23,11,0.0,0,17.5,0.7,0,1
311973,0,0,1.15,23,0.93,0,0.0,0.0,0,1
1219482,1,1,1.64,29,0.0,0,24.0,2.1,0,1
1207368,1,0,1.98,14,,0,31.4,3.2,0,1
260348,0,0,4.95,19,,2,20.0,1.1,0,1
1171031,0,0,0.88,26,0.0,0,123.0,7.0,0,1
817140,1,0,4.02,19,1.88,0,13.5,3.5,0,0
10224,0,0,5.02,13,,0,0.0,0.0,0,1
830624,0,0,0.64,9,0.0,0,5.9,0.4,0,1
658948,1,0,1.01,25,0.0,0,19.3,7.5,0,1
467411,0,0,0.96,17,0.0,1,0.0,0.0,0,1
526524,1,0,1.97,17,0.0,0,0.0,0.0,0,1
787855,1,1,0.79,39,,0,22.9,2.2,0,1
1636819,0,0,0.14,14,,0,38.5,3.6,0,0
1279999,1,0,2.14,15,,0,25.4,6.5,0,1
889030,1,1,3.55,21,0.37,0,71.4,6.0,0,0
507562,0,0,3.12,22,,1,25.2,1.0,0,1
237608,1,0,1.14,45,0.01,0,0.0,0.0,3,1
192550,1,1,0.91,21,1.06,0,0.0,0.0,0,1
1282642,1,0,1.98,21,,0,70.7,4.1,0,1
1099287,0,0,0.4,72,0.0,0,299.4,13.7,0,1
43187,0,0,2.55,14,,1,0.0,0.0,0,1
1272770,1,1,1.65,12,0.28,0,20.3,1.0,0,0
593101,1,0,1.9,21,0.0,0,14.0,0.7,0,1
362823,0,0,1.76,0,0.0,0,0.8,0.0,5,1
1234410,1,0,1.85,13,0.11,0,40.7,3.5,0,0
1565463,0,0,0.16,28,,2,30.3,1.6,0,1
1592920,1,1,0.29,14,1.68,1,75.4,1.5,0,0
1384712,1,0,1.11,12,0.98,0,74.3,8.7,0,0
1243406,1,0,1.81,13,0.13,0,53.6,3.6,0,0
1556402,1,0,0.48,12,0.81,0,25.5,2.6,0,0
803881,1,1,4.1,18,1.82,0,210.4,14.1,0,0
929830,1,1,2.64,23,0.0,1,101.9,22.4,0,1
1273472,1,0,1.71,14,0.0,0,32.2,3.2,0,1
288628,0,0,2.62,23,,0,17.2,1.2,0,1
240575,0,0,2.2,22,,0,1.4,0.2,0,1
1177601,1,0,2.09,14,1.85,0,15.0,3.7,0,0
1689235,1,1,0.09,12,1.88,0,1.3,0.5,0,1
1363153,1,0,1.17,14,0.8,0,100.7,5.1,0,0
21929,0,0,3.47,0,,1,0.0,0.0,6,1
844629,1,0,3.13,22,0.0,0,12.6,0.8,0,1
354426,1,1,2.24,0,,1,2.6,0.3,4,1
423604,1,1,6.29,14,1.58,0,57.7,5.8,0,0
468963,1,1,6.28,19,0.75,0,56.4,2.7,0,1
1568823,1,1,0.01,0,0.0,0,0.0,0.0,0,1
1653263,1,0,0.1,16,1.88,0,51.2,3.7,0,0
761107,1,0,2.07,25,,0,59.5,3.8,0,1
295108,0,0,1.98,0,,0,0.0,0.0,2,1
1672373,1,1,0.03,0,1.94,0,1.4,0.1,0,0
456281,1,1,6.17,20,,0,73.1,8.3,0,0
495145,0,0,1.92,22,0.0,0,10.2,0.5,0,1
1610716,1,0,0.22,9,1.05,0,47.7,5.5,0,0
1108959,1,0,1.51,13,,0,5.6,0.3,0,1
1036165,1,1,2.84,10,1.07,0,30.0,2.2,0,0
728981,1,0,1.05,22,0.0,0,0.2,0.0,0,1
465059,1,0,6.14,19,,1,48.1,3.5,0,0
473390,1,1,6.12,24,1.41,0,29.0,2.0,0,0
733492,1,0,4.59,17,1.89,2,79.1,4.0,0,0
1096407,1,0,0.33,21,0.0,0,21.5,1.2,0,1
1575897,1,0,0.37,16,1.61,0,88.9,10.3,0,0
1083225,1,0,0.64,23,,0,50.9,2.8,0,1
465392,1,1,1.42,22,0.0,0,6.2,0.5,0,1
1332105,1,0,1.3,12,0.59,0,52.4,4.8,0,0
60754,1,1,2.08,22,,1,0.0,0.0,0,1
917274,1,1,3.33,12,0.54,0,192.5,10.8,0,0
683755,0,0,0.91,19,0.0,0,17.6,2.0,0,1
1065408,1,0,1.94,20,0.0,0,69.2,3.2,0,1
1021457,1,0,2.89,12,1.02,1,39.5,2.0,0,0
1285076,1,0,1.58,9,0.35,0,23.1,1.2,0,0
425962,1,0,6.28,17,1.8,0,220.5,11.3,0,0
1482586,1,1,0.79,14,1.18,0,23.1,2.1,0,0
941753,1,0,3.18,12,0.76,0,82.2,5.5,0,0
178802,0,0,0.73,0,1.92,0,0.0,0.0,0,1
687358,1,0,2.09,23,,0,19.0,3.3,0,1
509134,1,0,6.0,20,1.05,1,14.3,1.1,0,0
274777,0,0,2.3,0,,0,0.0,0.0,0,1
316019,0,0,2.29,0,,0,12.5,2.2,0,1
51940,0,0,2.02,0,,0,0.0,0.0,0,1
356322,1,1,2.36,21,,0,2.8,0.2,0,1
1475134,1,1,1.12,12,0.38,0,42.4,3.0,0,1
1637656,1,1,0.13,17,1.14,0,54.4,1.5,0,0
827853,1,0,0.6,20,,0,7.8,1.4,0,1
807230,1,1,4.56,15,1.52,0,32.5,1.9,0,1
1064244,1,1,2.69,24,1.22,0,15.4,1.0,0,0
1634797,1,1,0.14,14,0.99,2,12.0,0.9,0,0
236668,1,0,7.03,20,1.67,0,13.4,1.2,0,0
1000125,1,0,2.93,12,0.0,4,40.0,3.9,0,1
899378,1,1,3.46,25,1.95,1,58.9,2.9,0,0
1296268,1,1,1.96,3,0.01,0,158.5,6.5,0,1
711076,1,0,0.75,21,,2,16.8,1.7,0,1
131235,1,0,2.92,21,,2,3.9,0.3,0,1
977917,1,0,2.05,11,0.0,0,13.0,1.7,0,1
1520078,0,0,1.49,24,0.76,0,22.4,4.3,0,1
1677431,1,1,0.01,0,1.96,0,,,0,0
1270531,1,1,2.0,9,1.02,0,39.6,2.9,0,1
864687,1,1,3.72,15,1.39,0,3.0,0.5,0,0
18636,1,1,9.95,15,1.21,0,113.6,7.2,0,0
1418111,1,1,1.01,40,0.96,0,53.6,6.0,0,0
676243,1,1,5.01,14,1.57,0,198.9,5.9,0,0
96103,1,1,8.06,17,0.38,0,141.4,14.7,0,0
1428616,1,0,0.98,16,0.41,0,15.3,1.3,0,0
920502,0,0,1.85,22,0.0,0,17.0,2.0,0,1
159303,0,0,2.48,0,,1,0.0,0.0,4,1
571749,0,0,2.01,16,,0,0.0,0.0,0,1
121865,1,1,7.85,17,1.76,0,21.4,1.8,0,0
373048,1,0,1.76,19,0.0,0,0.0,0.0,0,1
1315891,1,0,1.4,13,0.53,0,95.6,12.1,0,0
736216,1,0,4.57,20,2.0,0,99.0,4.7,0,0
539085,1,0,4.57,33,,0,0.0,0.0,0,1
1078844,1,0,2.62,25,0.31,0,25.1,1.0,0,0
1100409,1,0,1.63,14,0.0,0,16.9,1.4,0,1
633723,1,0,5.27,21,0.36,0,47.7,3.5,0,0
317035,0,0,2.34,0,,0,14.9,2.4,7,1
381080,1,1,6.45,25,0.04,0,26.3,1.6,0,0
336584,0,0,3.46,20,,0,8.9,0.5,6,1
751681,1,0,0.32,0,,0,1.1,0.1,2,1
1033147,1,1,2.86,32,1.06,0,170.4,7.8,0,0
1517676,1,1,0.66,15,1.32,0,71.0,5.6,0,0
1071709,1,0,0.83,17,0.0,0,11.8,1.4,0,1
522370,1,0,2.75,24,,0,5.4,0.9,0,1
1471065,1,1,0.83,15,1.14,0,114.8,8.3,0,0
813008,1,0,2.06,20,0.0,1,105.9,5.2,0,1
1069526,1,1,3.22,17,,0,10.4,1.0,0,1
180572,0,0,2.0,21,,0,0.0,0.0,0,1
1342953,1,0,1.25,22,0.72,1,39.0,3.4,0,0
288669,0,0,2.75,21,,0,28.9,1.7,0,1
423737,0,0,0.37,16,0.01,3,0.0,0.0,0,1
178651,1,0,7.33,12,0.8,0,19.8,3.2,0,0
1371514,1,0,1.13,20,0.84,0,46.5,2.6,0,0
975997,1,0,0.54,11,0.0,0,20.7,2.8,0,1
875489,1,1,3.65,28,1.93,0,151.5,11.3,0,0
817303,0,0,1.33,10,,0,0.0,0.0,0,1
1340389,1,0,1.26,10,0.71,0,,,0,0
257598,1,1,6.94,24,1.05,1,30.7,5.3,0,0
266951,1,1,6.91,15,1.65,0,35.0,2.6,0,0
368383,1,0,2.39,20,,0,14.9,1.2,0,1
732021,1,1,2.08,32,,3,9.1,1.0,0,1
474380,1,0,1.97,0,0.0,0,0.0,0.0,0,1
164797,1,0,7.48,20,1.42,0,13.6,1.9,0,0
1217408,1,0,1.93,14,0.04,0,36.6,4.9,0,0
1599182,1,0,0.8,20,1.42,0,53.1,6.3,0,1
586726,1,1,2.04,0,,0,0.0,0.0,0,1
626526,0,0,1.84,22,,0,22.9,1.7,0,1
1394916,1,1,1.08,28,1.14,2,88.0,7.7,0,0
229706,0,0,2.6,23,,0,6.5,0.7,0,1
1270718,1,1,1.66,24,1.3,0,161.2,10.9,0,0
1566627,1,1,0.42,16,1.55,0,48.8,4.1,3,0
1490028,1,1,0.76,24,1.21,3,92.5,4.1,0,0
1428186,1,0,0.98,22,,0,4.3,0.8,0,0
308416,0,0,6.78,24,,0,38.3,2.5,0,0
98673,1,1,4.72,16,,2,135.7,10.9,0,1
917862,1,0,1.43,29,0.0,0,0.0,0.0,0,1
3634,0,0,5.69,0,,0,0.0,0.0,0,1
1307267,1,0,1.58,6,0.0,0,2.8,0.4,0,1
10112,1,1,10.72,11,0.0,0,47.5,8.9,0,1
1388356,1,1,1.1,20,0.88,0,57.7,3.1,0,0
19135,0,0,5.89,0,,0,1.2,0.2,4,1
470090,1,1,6.13,16,1.87,1,46.4,5.7,0,0
841238,1,1,3.88,20,0.05,1,55.3,4.4,0,0
1684,0,0,5.72,0,,0,0.0,0.0,0,1
909547,0,0,0.56,22,,0,17.3,0.8,0,1
701463,0,0,1.35,3,,0,0.0,0.0,0,1
371089,1,1,0.39,18,0.02,0,0.0,0.0,0,1
300065,1,0,6.81,20,0.93,1,137.8,9.1,0,0
785430,0,0,2.39,20,,0,22.1,6.1,0,1
1598237,1,1,0.27,12,1.7,0,22.4,3.3,0,0
505340,1,0,6.02,12,,1,2.8,0.3,6,0
98916,0,0,3.52,14,,0,5.2,0.5,0,1
173964,0,0,1.72,16,,0,0.0,0.0,5,1
1665334,1,0,0.06,4,0.1,0,12.8,0.5,0,0
119968,1,1,4.55,16,0.0,0,5.7,0.4,0,1
1155700,0,0,1.22,16,0.0,0,51.6,2.9,0,1
447970,1,0,6.21,20,0.9,0,93.2,5.9,0,0
109564,1,1,3.18,0,,0,2.3,0.8,6,1
273594,0,0,5.95,7,,1,22.9,3.3,0,1
1367375,1,0,1.15,20,0.83,0,12.3,0.7,0,0
1360852,1,0,1.18,22,0.79,0,61.7,5.7,0,0
686397,1,0,2.98,13,,0,18.9,0.7,0,1
382731,1,0,4.73,26,,0,43.6,3.1,0,1
566978,0,0,2.63,24,,0,14.4,0.9,0,1
441363,1,0,1.11,23,0.0,1,0.0,0.0,0,1
1673861,1,1,0.02,0,1.95,0,,,0,0
917438,1,1,3.55,23,0.52,0,48.5,2.3,0,1
1308354,1,0,1.97,6,0.0,0,13.9,0.8,0,1
40794,0,0,2.21,14,1.87,0,0.0,0.0,1,1
1688648,1,1,0.15,9,1.82,2,34.9,2.0,0,1
1147541,1,0,2.92,26,1.02,0,118.2,8.2,0,1
84111,0,0,3.77,0,,0,2.1,0.2,4,1
1178676,1,0,2.09,15,1.8,0,138.1,6.3,0,0
1416173,1,1,1.07,19,0.0,0,33.6,2.5,0,1
1062935,0,0,2.93,25,0.0,0,43.9,3.6,0,1
338360,1,0,2.53,21,,0,16.2,1.0,0,1
600102,0,0,3.27,40,,0,67.8,3.3,0,1
334307,1,1,6.64,10,1.24,0,10.4,0.8,0,0
364171,0,0,1.45,13,0.0,5,0.0,0.0,0,1
692851,0,0,1.69,28,0.0,0,19.1,2.7,0,1
1218636,1,1,1.92,24,0.87,0,150.1,26.9,0,0
1538595,1,1,0.57,24,1.91,0,112.7,8.7,0,0
1030389,1,0,2.87,20,1.06,0,57.3,5.5,0,0
1206193,1,1,1.98,20,,0,66.9,4.3,0,0
229469,1,0,4.16,22,,0,4.3,0.3,0,1
155408,0,0,2.32,18,,0,0.0,0.0,0,1
94222,0,0,3.58,22,,0,1.0,0.2,0,1
286826,1,0,2.03,20,,1,5.2,0.8,0,1
408302,1,0,1.98,23,,0,4.4,0.3,0,1
4667,0,0,7.08,0,,0,0.0,0.0,0,1
1155585,1,1,1.9,10,0.0,0,57.2,4.5,0,1
490525,0,0,4.15,26,,0,32.4,1.4,0,1
314564,0,0,2.36,23,,0,1.2,0.1,0,1
713990,1,1,4.74,20,0.3,0,26.4,1.6,0,0
134397,0,0,7.73,21,0.76,0,19.4,2.5,0,0
291444,0,0,1.63,19,0.0,0,0.0,0.0,0,1
343813,0,0,1.97,20,0.0,0,8.6,1.8,0,1
1344512,1,0,1.24,14,0.56,0,29.9,2.0,0,0
1318723,1,0,1.39,21,0.52,0,31.7,3.4,0,0
1390663,1,0,1.09,22,0.88,0,22.6,0.9,0,0
1556116,1,1,0.48,17,1.49,0,48.0,7.0,0,0
1513046,0,0,0.28,36,,0,30.1,4.2,0,1
1002098,1,1,2.96,19,1.86,0,5.1,1.0,0,0
498838,1,0,6.05,22,0.99,0,43.2,4.1,0,0
796300,1,0,1.27,17,0.0,0,23.7,1.4,0,1
291248,0,0,0.41,5,1.56,0,0.0,0.0,0,1
420021,1,1,0.65,15,0.01,0,0.0,0.0,0,1
358766,1,1,6.54,21,0.24,0,47.8,7.3,0,0
136104,1,1,7.73,12,0.5,2,151.9,8.0,0,0
1145135,1,0,2.87,14,1.14,0,54.3,3.5,0,1
222327,1,0,0.99,21,0.03,0,0.0,0.0,0,1
1531578,1,1,0.6,15,1.37,0,80.1,9.7,0,0
342192,1,0,2.47,0,,0,4.8,0.9,7,1
82421,0,0,1.4,22,,0,0.0,0.0,0,1
863292,1,0,1.87,22,0.0,0,62.4,2.7,0,1
873854,0,0,0.29,11,0.0,1,48.2,4.6,0,1
591963,1,1,5.6,26,0.35,0,95.3,16.0,0,0
1344366,1,0,1.24,36,1.95,3,182.2,19.4,0,0
659051,0,0,1.96,24,0.0,0,10.9,0.7,0,1
650355,0,0,2.96,15,,0,4.5,1.0,0,1
167473,1,0,4.71,28,,0,11.8,15.0,0,1
1144155,1,0,2.23,17,1.73,0,101.1,4.4,0,0
575252,0,0,0.57,69,0.0,1,0.0,0.0,0,1
1534809,1,0,0.84,7,1.13,1,76.9,6.0,0,1
30030,1,1,3.36,13,,0,0.0,0.0,0,1
131109,1,1,7.76,28,0.01,0,106.3,8.2,0,0
744503,1,0,4.49,20,1.57,2,94.8,9.0,0,0
285437,1,0,1.06,19,0.0,1,0.0,0.0,0,1
1597645,1,1,0.27,26,1.7,0,93.8,18.4,0,0
114055,1,0,3.6,0,,0,5.5,3.0,7,1
1598473,1,1,0.27,17,1.7,0,68.3,11.2,0,0
1463668,1,0,0.86,21,0.21,0,70.2,3.2,0,0
1686904,1,0,0.0,1,1.55,0,0.0,0.0,0,1
578601,0,0,0.7,18,0.0,1,0.0,0.0,0,1
1431369,1,0,0.97,14,1.01,0,47.9,2.4,0,0
1657322,1,1,0.08,6,1.16,1,59.8,3.6,0,0
33142,1,0,4.31,13,,1,0.3,0.1,0,1
579232,1,0,2.95,0,,0,0.0,0.0,0,1
307711,1,0,2.08,23,,0,4.7,0.6,0,1
694804,0,0,0.29,16,0.0,0,11.6,1.1,0,1
1029445,1,0,2.87,20,1.05,0,71.8,5.6,0,0
1287408,1,0,1.57,26,0.37,0,0.5,0.0,0,0
1146947,1,0,1.33,15,0.0,0,26.4,0.7,0,1
849458,1,0,3.82,21,0.26,0,30.3,2.9,0,0
1033418,1,0,1.25,12,0.0,0,17.0,2.9,0,1
1006347,1,0,1.27,13,0.0,0,44.7,3.3,0,1
635247,1,1,5.35,31,,1,83.6,9.2,0,1
1611977,1,1,0.22,12,1.27,0,9.4,0.4,0,0
537038,0,0,0.53,21,0.0,0,0.0,0.0,0,1
1291574,1,1,1.54,22,1.24,0,27.6,2.7,0,0
271273,1,1,6.89,15,1.05,2,85.2,7.9,0,0
945413,1,0,1.26,13,0.0,0,8.4,0.4,0,1
1410704,1,0,0.86,14,0.0,0,86.6,11.9,0,1
469486,1,0,1.84,55,0.0,0,32.0,2.2,0,1
1400737,1,0,1.06,22,0.93,0,10.6,0.9,0,0
1172144,0,0,1.37,73,,0,0.0,0.0,0,1
1480307,1,1,0.8,24,0.75,1,50.5,7.0,0,0
521324,1,0,0.06,13,0.0,0,0.0,0.0,0,1
959631,1,0,0.69,16,0.0,1,12.8,1.1,0,1
1461703,1,0,0.87,14,1.1,0,25.0,0.7,0,0
1645419,1,0,0.12,10,0.96,0,23.2,1.5,0,0
279644,1,0,6.87,22,0.98,0,26.0,1.9,0,0
874344,1,0,1.64,29,,0,0.1,0.0,0,1
1140910,1,0,2.0,22,,2,73.7,6.4,0,1
1322049,1,0,1.37,13,0.54,0,33.6,3.0,0,0
628861,1,0,3.06,68,,0,97.8,3.5,0,1
538841,0,0,1.73,36,0.0,0,20.8,4.0,0,1
1062813,1,1,2.7,10,1.32,0,94.4,8.3,0,0
622675,0,0,0.16,14,0.5,0,0.0,0.0,0,1
573353,1,1,5.75,21,0.41,3,64.8,5.3,0,0
1574395,1,0,0.38,17,1.59,1,21.5,1.7,0,0
1068818,0,0,1.98,24,,0,26.5,1.4,0,1
427878,1,0,1.29,13,0.3,0,0.0,0.0,0,1
539581,1,1,5.9,19,1.65,0,14.6,1.8,0,0
743288,1,0,4.5,24,,0,28.9,2.5,0,0
316410,1,0,2.73,21,,0,19.5,1.2,0,1
339705,1,0,5.0,20,0.0,0,9.1,0.6,0,1
243407,0,0,0.73,49,1.24,0,0.0,0.0,0,1
1607311,1,1,0.24,20,1.74,3,47.7,5.2,0,0
439511,1,0,3.72,9,0.0,0,46.6,22.1,0,1
1676667,1,1,0.02,0,1.96,0,,,0,0
1458705,1,0,0.85,10,0.0,0,11.5,0.8,0,1
1068237,0,0,1.0,26,,1,81.1,4.4,0,1
189287,0,0,3.39,21,,0,4.6,0.5,0,1
508081,1,0,2.1,22,,1,34.4,3.4,0,1
944793,1,0,3.17,22,0.76,3,117.3,11.5,0,0
385863,1,0,5.65,24,,0,15.3,0.8,0,1
530388,1,0,5.93,12,0.76,0,27.2,2.7,0,0
242085,1,1,7.01,32,1.01,0,76.9,8.4,0,0
1331629,1,0,0.21,8,0.0,0,26.2,4.8,0,1
181485,0,0,5.28,24,,0,19.2,1.1,0,1
203149,1,0,7.18,22,0.66,0,21.6,3.0,0,0
794140,1,1,4.14,16,1.88,0,25.7,2.4,0,0
992674,1,1,2.99,43,1.89,0,25.3,1.1,0,0
1417820,1,0,1.01,14,0.96,4,30.4,5.6,0,0
1502324,1,1,0.72,32,1.26,0,174.5,30.1,0,0
307779,1,0,5.27,32,,0,87.0,4.6,0,1
5449,0,0,6.95,1,,0,0.0,0.0,0,1
1018639,1,1,2.45,22,0.0,0,75.8,5.5,0,1
1263835,1,0,1.7,13,0.22,0,74.5,6.5,0,0
102551,1,1,3.73,40,,0,10.8,0.9,0,1
636496,0,0,0.89,21,0.0,0,13.0,1.8,0,1
861828,1,0,2.68,24,,0,14.0,1.2,0,1
962613,1,0,3.11,12,0.83,0,106.4,6.1,0,0
473785,1,0,2.76,40,,0,74.4,6.0,0,1
881099,1,0,1.98,26,,0,35.7,2.3,0,1
722556,1,0,0.38,21,,0,15.5,1.1,0,1
1524253,1,0,0.63,14,0.82,0,114.2,4.4,0,0
1508606,1,1,0.69,38,1.28,0,118.3,25.2,0,0
882478,0,0,0.0,1,0.0,0,0.0,0.0,0,1
835178,1,0,3.92,21,0.15,0,3.0,0.1,0,0
129084,1,1,1.08,21,0.0,0,0.0,0.0,0,1
1537354,1,1,0.58,15,1.39,1,87.2,5.3,0,0
187416,0,0,3.81,0,,4,18.6,1.0,3,1
438257,0,0,2.92,10,,0,7.4,0.6,7,1
1287753,1,1,1.56,12,0.36,0,7.5,1.5,0,0
1565700,0,0,0.42,31,0.22,2,0.1,0.0,0,0
284861,1,0,6.85,25,0.24,0,70.4,5.8,0,0
843302,1,1,3.87,12,0.57,2,41.9,4.5,0,0
457031,1,1,6.16,21,0.42,0,10.9,1.0,0,0
620601,1,1,5.36,20,0.34,0,161.9,18.0,0,0
1621332,1,0,0.18,11,0.83,0,3.1,0.7,0,0
520245,1,0,2.16,22,,0,2.0,0.2,0,1
781572,1,0,1.98,30,,0,17.6,0.8,0,1
6993,0,0,11.36,56,,0,0.0,0.0,0,1
9980,0,0,5.82,0,,0,0.0,0.0,0,1
220500,0,0,2.07,21,,0,0.0,0.0,0,1
554690,0,0,1.08,21,0.0,0,0.1,0.0,0,1
1059243,1,1,2.17,12,0.0,1,18.0,1.2,0,1
441927,1,1,1.26,18,0.0,0,0.0,0.0,0,1
1205456,1,0,1.98,14,1.96,0,38.3,2.5,0,0
1169121,1,0,2.23,16,,0,65.1,6.1,0,1
1039589,1,0,1.98,24,,0,23.9,0.7,0,1
912194,1,1,3.36,12,0.61,0,5.0,2.6,0,0
343089,1,1,0.79,21,0.0,0,0.0,0.0,0,1
1521031,1,1,0.64,10,1.08,0,16.4,0.6,0,0
376904,1,0,6.47,22,1.23,0,140.8,7.1,0,0
538480,1,0,1.98,21,,0,22.9,0.9,0,1
869836,0,0,1.02,26,,4,79.3,14.3,0,1
690626,1,0,0.49,20,0.0,0,18.5,0.7,0,1
1042769,1,1,2.81,24,1.14,0,54.4,3.8,0,0
1589203,1,0,0.31,3,1.91,0,15.0,3.2,0,0
406393,1,0,6.36,27,,0,45.2,2.2,0,0
194756,0,0,3.13,20,,0,7.1,1.0,0,1
387745,0,0,3.31,22,,1,2.6,0.3,0,1
1663068,1,1,0.06,11,1.91,0,95.6,1.5,0,0
1463674,1,1,0.98,28,0.0,0,24.4,1.5,0,1
686719,1,0,1.57,21,,2,17.5,1.0,0,1
1257391,1,1,1.73,16,0.19,0,120.6,11.4,0,0
677220,1,0,5.41,21,,0,58.8,6.6,0,1
1030011,1,0,2.87,12,1.05,0,42.4,2.4,0,0
29386,1,1,9.84,16,,0,87.9,6.3,0,1
927977,1,1,3.24,15,1.94,5,66.7,2.6,0,0
203142,1,1,7.18,15,1.25,2,125.6,13.4,0,0
1608418,1,0,0.23,9,1.93,0,40.4,4.8,0,0
1162972,1,1,2.87,16,0.92,0,45.0,4.4,0,1
999230,1,0,2.97,12,0.96,0,130.0,9.1,0,0
1347442,1,0,1.81,6,,0,0.0,0.0,0,1
1224534,1,0,1.9,14,0.04,0,95.8,8.8,0,0
856918,0,0,1.65,32,,0,15.2,0.3,0,1
1390371,1,0,1.09,13,0.88,0,56.0,3.4,0,0
100838,0,0,5.25,4,,0,0.9,0.1,0,1
925850,1,1,3.26,17,1.83,0,77.6,5.3,0,0
563910,0,0,4.02,20,,0,78.3,5.4,0,1
549038,1,0,1.45,22,0.0,0,8.5,1.2,0,1
1480534,1,1,0.79,15,1.18,0,22.5,1.7,0,0
1271030,0,0,0.55,21,,0,27.2,1.2,0,1
835484,1,0,3.2,21,0.0,0,26.4,1.3,0,1
135400,0,0,3.78,24,,1,0.2,0.0,0,1
265967,1,0,3.87,18,0.0,2,99.1,7.4,0,1
548057,1,0,5.87,12,0.89,0,20.7,3.6,0,0
912420,1,0,3.36,21,0.47,0,5.8,0.3,0,0
1090569,0,0,2.54,25,0.32,1,30.9,2.0,0,0
935866,1,0,3.21,22,0.72,1,13.0,0.8,0,0
1141224,1,0,2.24,20,,1,46.7,6.1,0,0
1385823,1,0,1.1,14,0.87,0,21.7,1.9,0,0
1615686,1,0,0.21,0,2.01,0,68.8,3.3,0,0
401396,1,1,0.06,10,0.0,0,0.0,0.0,0,1
1251590,1,0,1.76,13,0.21,0,20.1,4.6,0,0
168439,0,0,1.39,14,,0,0.0,0.0,0,1
334112,1,0,4.11,27,,0,45.3,12.1,0,1
1426856,1,0,0.98,20,0.99,1,8.0,0.5,0,0
1122816,0,0,0.34,20,,0,17.2,1.5,0,1
1129732,1,1,2.31,20,1.78,0,8.2,0.4,0,0
1570942,1,1,0.13,26,0.0,0,6.4,0.7,0,1
614970,1,0,1.25,18,0.0,0,5.8,0.5,0,1
262939,1,0,1.62,23,0.0,0,0.0,0.0,0,1
732391,1,0,1.0,20,0.0,1,74.8,3.1,0,1
712687,1,0,1.48,35,,0,8.8,1.3,0,1
1318597,1,0,0.01,0,0.0,0,0.0,0.0,0,1
1281047,1,0,1.61,13,0.33,0,97.3,4.2,0,0
1145395,1,0,2.26,26,,0,88.7,4.2,0,1
659349,0,0,4.51,23,,0,27.5,2.6,0,1
1556579,1,1,1.04,0,0.94,1,20.7,0.6,0,1
1046039,0,0,0.68,26,0.0,0,6.9,2.2,0,1
1071176,1,1,2.65,15,1.27,0,20.4,9.8,0,0
1346223,1,1,2.04,17,1.84,0,63.2,3.7,0,1
773181,1,0,2.49,19,0.0,0,29.1,1.6,0,1
334728,0,0,3.88,22,,0,2.3,0.1,0,1
811183,1,0,1.5,22,0.0,0,41.8,1.5,0,1
917085,1,0,2.25,35,,0,32.8,1.7,0,1
134561,1,1,2.16,0,,1,0.0,0.0,3,1
1247606,1,1,1.78,20,0.14,0,128.6,5.2,0,0
669076,1,0,1.95,15,0.0,0,18.0,1.4,0,1
1193851,1,0,2.03,10,1.93,2,75.5,259.0,0,0
1298603,1,0,1.7,18,,0,23.0,2.1,0,1
506466,1,1,0.39,20,0.02,0,0.0,0.0,0,1
996626,1,0,1.98,40,,0,137.4,9.8,0,1
752329,1,0,0.63,18,,0,3.9,0.5,0,1
1448453,1,0,0.56,14,0.0,0,20.5,2.6,0,1
934673,1,0,1.33,25,,0,78.9,5.7,0,1
89956,1,0,4.56,23,,1,40.4,4.8,0,1
985201,1,1,0.37,22,,1,9.0,0.5,0,1
2839,1,1,11.93,21,1.74,0,111.9,6.6,0,0
857134,0,0,1.58,17,,0,19.8,1.1,0,1
725557,1,0,2.31,23,,0,28.7,2.4,0,1
1074817,1,1,2.64,15,1.44,0,88.9,4.5,0,0
434522,0,0,4.19,22,,1,21.6,1.2,0,1
594909,1,0,5.58,22,0.07,0,62.9,6.3,0,0
182952,1,0,1.87,0,0.0,0,0.0,0.0,6,1
219051,0,0,1.98,23,,0,0.0,0.0,0,1
1620055,1,1,0.18,24,1.79,0,271.8,11.1,0,0
217248,1,1,4.15,10,,0,4.5,0.3,6,1
